id,Price
30130.0,901356.8299602116
18311.0,1411478.4366399404
18934.0,1260151.932066247
1824.0,727694.603755815
31339.0,724217.356132768
25768.0,523905.67871543183
12910.0,554345.1143643619
9172.0,664983.1084482005
27292.0,846473.70913484
966.0,592235.5792938105
33045.0,602796.3895585747
16354.0,672038.0481233962
18630.0,945197.8389867011
23188.0,617022.717555353
3893.0,844521.3569783387
24887.0,1220032.0181675896
8058.0,898296.5423755617
18868.0,970039.8231521595
19537.0,689991.9169427764
697.0,526172.7715601048
17659.0,1157658.9455286642
22492.0,1503031.9668488335
18475.0,2841013.431985326
20774.0,1390915.9073006976
28024.0,1405416.599394668
10445.0,837635.2529034567
33712.0,1369676.7194668597
562.0,1699991.4090231122
9368.0,791882.5381348643
32959.0,1035357.1516937648
33394.0,875780.1824731253
13118.0,620526.657895193
12717.0,589328.0109318987
34723.0,652131.1645047548
14292.0,642644.3104208455
29100.0,1347012.3940314304
32062.0,1164648.1855059173
12896.0,680966.0808182706
1447.0,721303.1899073315
22926.0,817354.4280146653
22335.0,1481384.4590944853
19782.0,1844875.4331134742
7356.0,569417.9593799119
3245.0,602214.2891330624
15532.0,764682.6957755935
30502.0,396281.68502256076
12568.0,400097.059836091
3654.0,924127.455926934
9825.0,371950.3451351047
6986.0,1070175.1589894183
14000.0,560279.7573033237
34179.0,646086.7131892488
15904.0,632514.4922407545
4736.0,1321339.8573875003
12756.0,690082.999900576
11180.0,525734.0091289943
12958.0,718380.606082782
1874.0,973989.6716852507
30902.0,523726.5592988329
1698.0,1558503.0891503915
7949.0,1477850.7357561868
14817.0,1375518.3072903112
14406.0,1090411.334134289
15872.0,2455557.194779913
26557.0,732859.6585461616
27635.0,2179575.512329762
21893.0,656194.8809521777
10114.0,1116826.4624078856
6153.0,1272637.0551304517
3484.0,1671661.4145317853
27093.0,647113.5388764242
20113.0,1291545.1339547154
10530.0,424470.4351440432
31794.0,434251.7910767079
22075.0,384707.25721509656
11206.0,649763.0455262398
5400.0,660358.5228048605
6054.0,1106965.821360121
387.0,1315640.1642039586
26873.0,1037421.9161729873
22834.0,1005275.1170353503
15450.0,572224.5369655574
13067.0,776606.6384730276
16266.0,717020.3910650206
24419.0,1037108.6837521826
10506.0,1104115.711372382
1070.0,640509.2536464172
23757.0,1041593.8792137324
13901.0,1102611.6595996367
4504.0,1152560.070683064
20127.0,820715.486468023
23801.0,716741.3576376907
25173.0,900218.7892973056
29420.0,1041527.0824196618
14993.0,748713.3303145231
10772.0,970405.228350933
2589.0,798935.7422227238
22900.0,1615387.5207172188
27370.0,571751.9372195967
24293.0,855349.8187523739
32260.0,1184513.7397281076
24074.0,778031.7978296583
4997.0,536377.967777986
6246.0,783895.5776281459
14363.0,779622.3532647314
32418.0,908843.8680773769
26081.0,455742.27345346863
34186.0,600225.9500746046
8706.0,518659.7295687819
20073.0,495615.64481696684
25338.0,536827.3785319938
22061.0,511397.73183430237
1373.0,570674.1572166281
14460.0,550882.2170259929
10060.0,717764.6685541593
10030.0,503078.6679873113
21095.0,650768.1405358686
33413.0,1165045.5449116929
28777.0,850130.9494880328
13616.0,962303.9808139933
33163.0,740903.7561733176
18156.0,524818.2127093552
1602.0,495070.36487626744
29440.0,584106.3344131397
20465.0,463436.994870889
30926.0,595678.8403194135
25744.0,582084.2772226502
2793.0,707431.6838813975
13344.0,559733.6568728663
15550.0,556654.3796365464
30664.0,542092.5433961416
4035.0,491254.33653241355
19732.0,820002.6442372878
32594.0,1012214.5156599565
8573.0,837546.7249732759
4527.0,1134201.6909136367
27375.0,1214584.7922815734
12231.0,1101009.5921523343
32974.0,1115479.9701386504
25594.0,553432.8751576489
18996.0,884154.2119475827
13778.0,563659.3573967852
29989.0,467492.2297597848
21951.0,1177147.6878576176
31383.0,1000306.7941013889
7647.0,808537.987832272
13289.0,847815.3595899194
12572.0,893885.97962501
28595.0,666669.1496565695
4307.0,720106.7017877804
21364.0,520959.41894457577
10730.0,701631.8936938031
19222.0,570309.1237605535
25886.0,547579.5223872275
29833.0,592824.9419727647
13664.0,402019.4365957657
22896.0,646292.9266579385
26527.0,780980.5649462396
12155.0,1539603.7743258504
7789.0,428754.48666942015
1182.0,1580603.6683347845
5952.0,680708.5943561217
1155.0,776953.2189407122
20265.0,704940.6124824833
21955.0,749907.9511995008
2036.0,1225068.629824967
941.0,672370.94096932
3047.0,478791.9773493437
13765.0,910257.9100047919
30751.0,535528.6720055016
7385.0,1321315.124201763
1955.0,569839.3526632919
5970.0,618756.6028956608
19484.0,691281.6011023518
5782.0,607131.3995729627
28561.0,504880.1980716997
27857.0,488965.181140427
12162.0,726360.5586917858
28037.0,914661.3690781166
9068.0,497884.8199599376
14707.0,660717.9159045641
466.0,652837.499609158
8835.0,625156.8506151553
33621.0,1201573.3205115162
5196.0,676595.2485441272
26021.0,1268033.2169151902
14661.0,1031781.3805752804
3435.0,685239.6505718112
18540.0,1388823.5322093233
23615.0,1192649.487595759
30582.0,712796.7459893989
31091.0,769089.8003099245
19055.0,697932.8350608594
32838.0,604738.3601429923
2748.0,608057.1930091027
2990.0,1000504.963606653
8145.0,785128.1609883767
21823.0,909877.3143005162
4551.0,708552.3841768636
27553.0,622552.0382322996
34083.0,813855.924183452
16422.0,791911.6105240687
9239.0,649308.260976357
17323.0,748505.3101934795
19584.0,596797.1808666228
10062.0,497498.7479184194
6932.0,1234745.2914376121
2769.0,894905.9760682225
10840.0,1296877.3319298183
2274.0,2535267.853414176
30275.0,775002.5520982168
4076.0,569978.5360903039
32108.0,410732.3426736371
32556.0,1388292.69584827
15839.0,1093415.0667421822
9919.0,843980.3760742631
30142.0,607464.0172192218
8797.0,887791.7545804443
8068.0,819476.7361479193
22811.0,508870.5031918501
31701.0,639102.7925459207
29827.0,647318.4407759287
561.0,526187.8367134037
34844.0,659121.8648968219
32023.0,623643.2091644478
24488.0,821269.7537913697
32926.0,511150.5046905907
18297.0,573687.4516016636
20390.0,391100.1836260659
11573.0,509061.31801779935
20502.0,1048752.9820967498
15254.0,1021291.4943837351
27908.0,576600.9229979967
25779.0,595451.581757416
8204.0,642984.9166891474
19333.0,787234.5516935248
27454.0,693169.0699431889
5310.0,1031118.1498048876
30249.0,824738.9643078846
2087.0,879306.9993762807
1297.0,893220.1330415775
3112.0,716384.8880804603
2090.0,982421.4268533667
6069.0,1807180.2541942133
2248.0,756159.5294100802
7622.0,779732.5075715329
20542.0,715671.1579672295
25193.0,589457.9854075701
13755.0,552042.4493525286
3874.0,817226.875419211
5508.0,1063554.210275939
12957.0,748459.8371108577
6776.0,614320.6526592711
3669.0,600266.1568402376
5252.0,690312.0787326555
22304.0,445182.5558018568
14891.0,410430.2638295789
13842.0,546228.4853252465
11290.0,679510.1549926996
22688.0,662958.839602778
10057.0,1419106.2663066892
24825.0,532384.6075075528
11821.0,902089.1953205086
18471.0,728690.1548017411
22824.0,721410.9198513282
10109.0,681715.3133067484
10224.0,620209.6946406296
16617.0,742493.8048454769
14503.0,553891.2875460042
24215.0,512771.5587090245
6352.0,879901.079822808
1407.0,1651687.6553032768
31557.0,589499.1286836267
10827.0,462630.5609545796
29949.0,508337.40143211413
9898.0,899343.7212611675
31158.0,426332.07543242286
7134.0,490938.845367994
4942.0,430666.52748379344
1929.0,457619.0662962637
31867.0,595564.0820859013
15494.0,444627.9767176285
19193.0,911635.4482418502
18069.0,1350293.5744718974
4686.0,544477.7729520273
13159.0,644225.7339303568
766.0,485294.07163655397
10401.0,566763.7411652538
933.0,586766.3190297633
17512.0,551117.8520354409
3615.0,603867.5305071254
2664.0,536406.1100469942
20700.0,627306.5147730204
2540.0,605477.1580816611
24121.0,794901.0824867905
32007.0,889281.1016775321
8506.0,997911.7629719981
23024.0,945082.1097669563
15216.0,1753432.3684387226
33405.0,708377.8251117507
13599.0,1196954.0741844254
25978.0,1178712.4303397927
14306.0,647279.7075749119
186.0,989770.8419199568
21843.0,692218.4949545843
11779.0,1261782.4621950975
2922.0,1041117.7477814509
27610.0,821660.9348155746
15420.0,1111696.793956393
21839.0,1317535.7852396714
4388.0,1060436.5588457934
27018.0,568614.566874699
13948.0,759695.8522242547
31967.0,1108493.5873859297
6427.0,914566.5321338382
31090.0,1504851.124617326
16317.0,1530715.2820950896
31301.0,1123068.9680594879
1013.0,1371591.1264184853
15814.0,831595.4432636168
1621.0,1153624.8556059417
21287.0,707693.3611088593
25868.0,610445.4398904396
3253.0,664589.0777817586
22844.0,615064.8073574444
15585.0,591888.0245811937
16763.0,561716.187698049
12937.0,603801.039011881
14775.0,470767.26885377796
12735.0,1031049.4415241737
33358.0,553822.9669982727
34601.0,954458.5843463086
15175.0,1608415.2642483565
26303.0,1208080.795314894
19827.0,1093327.1351506368
31482.0,1050478.731372504
28398.0,772114.3404753564
4358.0,595626.1562833416
22955.0,1090664.5696924771
18356.0,853786.2386033721
492.0,851444.1887246022
31892.0,985112.8648968502
29251.0,1048448.128792368
12817.0,1140994.4842089168
19527.0,585647.7435487076
10460.0,906509.1697767441
14405.0,813788.7121105371
13896.0,414706.12094690604
4249.0,975426.9284787568
30390.0,720394.6306369908
31815.0,560772.4412487694
641.0,545440.6858885833
7179.0,486397.2007884656
17060.0,1033450.3673868319
1303.0,796529.9294608801
27177.0,480261.18692942424
5992.0,1234559.0536098364
25298.0,2197891.070568897
28362.0,651920.5108975233
6520.0,1467123.5825010403
644.0,1450425.0838095546
585.0,423756.87651710125
642.0,935215.7307721957
24397.0,549312.2765355454
25057.0,1151396.9013144097
17171.0,726031.4278729724
16717.0,762006.1350546863
9471.0,545163.6391506968
18189.0,418361.53256328823
23917.0,748000.6696076336
32481.0,761139.4965722925
13393.0,636426.1309043005
12681.0,761784.8816541441
31384.0,595151.8004562136
2989.0,516105.73126531194
17711.0,615546.5738217646
16808.0,684657.421299582
3469.0,423535.18189927103
4402.0,885110.8932118281
13229.0,410986.2324823409
3175.0,1377224.6073069088
5041.0,1215236.5144621113
12549.0,1012140.4566525107
18440.0,1284382.5549151974
12385.0,449425.96789920796
1330.0,1141937.8824983262
10758.0,894055.523738528
27699.0,623423.1236805303
23016.0,1412669.4217662166
9126.0,1031471.817390077
8367.0,887369.4704890595
21147.0,575467.3948653196
16942.0,620459.3186525797
18895.0,519957.6265483402
6658.0,539418.7792455035
9509.0,678424.808748833
12620.0,1634720.256727559
13217.0,617151.8119537444
14246.0,581260.7093003392
4996.0,1071559.922073452
2032.0,994373.3616990903
7309.0,838045.2599023536
5507.0,625551.8513831184
27703.0,1185805.8740400053
9044.0,652323.0507475825
22633.0,537433.954859501
7796.0,1620550.4276763508
15475.0,663439.7906689942
33958.0,600376.3498786333
19036.0,521144.62803801993
12555.0,539665.803944384
32261.0,526476.2642430284
23946.0,671373.4966978392
13242.0,1207368.5532566805
8658.0,610128.5626305677
24043.0,512566.6238820211
4538.0,522719.62012376386
24733.0,534801.2376201105
1.0,539804.1648816948
12173.0,538074.6306004189
13047.0,632250.9712393153
10194.0,659975.0574075838
21708.0,715718.2806163714
2649.0,639446.5274322577
31814.0,679409.7535641737
4998.0,887690.8189421431
11620.0,869702.373421938
16697.0,1051456.220004838
8643.0,1663707.1612559087
15827.0,507668.71789938054
15758.0,650865.4699302141
2912.0,696780.0447265392
31216.0,592111.9381779362
33954.0,687252.6796346644
661.0,693986.8463687389
12872.0,452486.88854417705
24712.0,460282.9840633268
736.0,672353.471172442
7522.0,442146.0348821766
24912.0,1562583.2369373306
26114.0,1032559.2684378515
32366.0,856967.4302392551
20673.0,668795.1810959791
9683.0,1110544.7324813632
29765.0,665132.715419457
5616.0,526290.287535479
22357.0,602466.3394902563
25708.0,1060065.5574255097
9273.0,808649.9176144707
16535.0,1073968.6892603152
29547.0,857735.5772904708
33174.0,957273.3589524087
21684.0,738514.6303094745
30185.0,794300.0917822161
2008.0,748733.152682309
3715.0,425736.67799047276
4340.0,724317.1706540423
11968.0,436233.1280768824
18049.0,528705.6610035042
17297.0,354170.7521348698
10761.0,460440.800054945
31573.0,648308.3320602182
20261.0,1412175.2468818878
12927.0,519022.5479195593
14859.0,1308283.6387342867
15333.0,1265671.8738562749
6126.0,1113387.5354949029
27830.0,478131.6287284724
27905.0,675470.7599308975
34820.0,558459.7593698459
30177.0,463754.34079019405
7768.0,601246.6071183849
4673.0,970140.0052725894
7258.0,906504.9241166719
25658.0,1224278.8835173438
